ID;Название;Цена;Наличие;;
293;Масло для ногтей и кутикул - Тосканский Цитрус/Мята - 15 мл;71;0;;
295;Масло-антиоксидант из виноградных косточек - 30 мл;201;0;;
294;Масло-антиоксидант из виноградных косточек - 7,5 мл;92;0;;
340;Морская Соль для педикюра - Молоко/Мед - 553 г;431;0;;
341;Морская Соль для рук и тела - мелкая - Молоко/Мед - 240 г;282;0;;
344;Морская Соль для рук, ног и тела - Гранат/Фига - 553г;431;0;;
345;Морская Соль для рук, ног и тела - мелкая - Гранат/Фига - 240г;282;1;;
342;Морская Соль для рук, ног и тела - Папайя/Гуава - 553г;431;0;;
343;Морская Соль для рук, ног и тела - Тосканский Цитрус - 553г;431;0;;
398;Одноразовые бикини для массажа и депиляции- 12 шт;48;0;;
399;Одноразовые бикини-повязка для массажа и депиляции- 12 шт;55;0;;
397;Одноразовые шорты для педикюра, массажа и депиляции- 6 шт;63;1;;
394;Отбеливающая паста для ногтей - с маслом чайного дерева - 50 г;80;0;;
1003;Пакеты для хранения стерильного инструмента, 200 шт.;277,3;0;;
383;Педикюрные тапочки - белые - 1 пара;19,5;0;;
384;Педикюрные тапочки - Гепард - 1 пара;37,8;0;;
379;Педикюрные тапочки - голубые - 1 пара;19,5;0;;
387;Педикюрные тапочки - Зебра - 1 пара;37,8;0;;
380;Педикюрные тапочки - зеленые - 1 пара;19,5;0;;
385;Педикюрные тапочки - Леопард - 1 пара;37,8;0;;
381;Педикюрные тапочки - оранжевые - 1 пара;19,5;0;;
382;Педикюрные тапочки - черные - 1 пара;19,5;0;;
386;Педикюрные тапочки - Ягуар - 1 пара;37,8;0;;
376;"Персональный педикюрный набор ""Сафари"" - Дикий Запад";81,7;0;;
377;"Персональный педикюрный набор ""Сафари"" - Леопард";81,7;0;;
373;Персональный педикюрный набор - белый;64,7;0;;
371;Персональный педикюрный набор - голубой;64,7;0;;
374;Персональный педикюрный набор - зеленый;64,7;0;;
372;Персональный педикюрный набор - оранжевый;64,7;0;;
370;Персональный педикюрный набор - розовый;64,7;0;;
388;Перчатки котоновые для обертывания - 12 пар;142,7;0;;
299;Пилинг - Гранат и Фига - 240г;178;1;;
300;Пилинг - Гранат и Фига - 908г (с дозатором);450,24;0;;
297;Пилинг с косточками Манго/Жожоба - 240г;182;1;;
296;Пилинг с косточками Манго/Жожоба - 30г;41,5;0;;
298;Пилинг с косточками Манго/Жожоба - 908г (с дозатором);389,88;0;;
392;Подушечка с шариками + 3 сменных флизелиновых наволочки;109,8;0;;
2259;Ремувер для педикюра MyNail, 355 мл.;134;2;;
1061;Сапожки махровые, 1 пара;42;2;;
393;Сменные наволочки для подушечки - 50 шт;111;0;;
375;Состав набора 0314: педикюрные тапки с антискользящим покрытием, моющаяся пилка, ман. палочка, щетка, распорки	;;;;
"Персональный педикюрный набор ""Сафари"" - Зебра";0;0;;;
369;Состав набора: шарик для воды, моющаяся пилка, маникюрные палочки, щетка 	;;;;
Пакеты для хранения стерильного инструмента - 200 шт;0;0;;;
2260;Средство для размягчения и удаления кутикулы алое вера и олива, 118 мл.;139,3;0;;
2261;Средство для размягчения и удаления огрубевшей кожи и кутикулы гранат и AHA-кислоты, 118 мл.;122;0;;
396;Топ для массажа - 12 шт;170;1;;
287;Укрепитель ногтей с экстрактом хвоща - 3,75 мл;46,2;0;;
395;Шапочка для волос;1,56;0;;
646;Электрические сапожки;559,58;0;;
353;﻿Арома-эликсир, спрей - Молоко и Мед - 56 мл;132;0;;
366;﻿Каменная пемза для кутикул;31,7;0;;
327;﻿Крем-обертывание с экстрактом камфары - 240 г;235;1;;
339;﻿Морская Соль для рук и тела - Молоко/Мед - 553г;418,35;0;;
307;﻿Средство для удаления мозолей - экстракт корня Кавы - 120 г;123,12;0;;
286;﻿Укрепитель ногтей с экстрактом хвоща - 15 мл;67,44;0;;
Ошибка:510;<b>-- ароматерапия</b>;;;;
1532;Морская соль аромат. для ванн;46,8;0;;
Ошибка:510;<b>-- дезинфицирование / отбеливание</b>;;;;
324;SPA-листочки - Гранат и Фига - 6 шт;231;0;;
321;SPA-листочки - Молоко/Мед -  6 шт;231;0;;
326;SPA-листочки - набор 3 шт по 1 диску каждого вида;117,36;0;;
325;SPA-листочки - набор 6 шт по 2 диска каждого вида;231;0;;
322;SPA-листочки - Папайя/Зеленый Чай - 6 шт;231;0;;
323;SPA-листочки - Тосканский Цитрус - 6 шт;231;0;;
318;Дезинфицирующие таблетки для педикюра - Гранат/Фига - 24 шт;157,5;0;;
316;Дезинфицирующие таблетки для педикюра - Молоко/Мед - 24 шт;157,5;0;;
320;Дезинфицирующие таблетки для педикюра - Папайя/Гуава - 24 шт;157,5;0;;
319;Дезинфицирующие таблетки для педикюра - Тосканский Цитрус - 24 шт;157,5;0;;
317;Дезинфицирующие таблетки для педикюра - Хлорамин/Чайное дерево - 24 шт;157,5;0;;
1604;Спа-листочки, 1 шт.;47;1;;
311;Шарики для воды - Гранат и Фига - 24 шт;112,8;0;;
315;Шарики для воды - Молоко/Мед - 10 шт;64,56;0;;
314;Шарики для воды - Молоко/Мед - 24 шт;112,8;0;;
310;Шарики для воды - Морская Водоросль - 10 шт;64,56;0;;
309;Шарики для воды - Морская Водоросль - 100 шт;367,56;0;;
313;Шарики для воды - Папайя/Зеленый Чай - 10 шт;64,56;0;;
312;Шарики для воды - Папайя/Зеленый Чай - 24 шт;112,8;0;;
308;﻿Шарики для воды - Морская Водоросль - 24 шт;112,8;0;;
Ошибка:510;<b>-- кремы</b>;;;;
335;Интенсивный увлажняющий крем - Гранат/Фига - 240г;215;1;;
336;Интенсивный увлажняющий крем - Гранат/Фига - 908г;568,5;0;;
337;Интенсивный увлажняющий крем - Молоко/Мед   40 шт  (пробники);821,1;0;;
338;Интенсивный увлажняющий крем - Молоко/Мед  1 шт (пробник);22;0;;
329;Интенсивный увлажняющий крем - Молоко/Мед - 908 г;568,5;0;;
330;Интенсивный увлажняющий крем - Папайя/Гуава - 240г;215;1;;
331;Интенсивный увлажняющий крем - Папайя/Гуава - 908 г;568,5;0;;
332;Интенсивный увлажняющий крем - Тосканский Цитрус - 240г;215;0;;
333;Интенсивный увлажняющий крем - Тосканский Цитрус - 908г;568,5;0;;
334;Интенсивный увлажняющий крем - Экстракт овсяных хлопьев - 240г;215;0;;
1499;Крем Ez Flow, 236 мл.;84,5;0;;
951;Крем для ног и ступней Senita, 200 мл.;22,1;0;;
1715;Крем интенсивный увлажняющий Cuccio, ваниль и сахар, 240 г.;215;0;;
1339;Крем интенсивный увлажняющий Лаванда и Лемонграсс, 240 г.;215;0;;
1979;Крем-маска коллагено-эластиновая крем-карамель, 500 мл;125;2;;
351;Массажный крем расслабляющий - Молоко/Мед - 908г;392;0;;
352;Массажный крем увлажняющий - Гранат/Фига - 908 г;392;0;;
996;Морская соль для рук, ног и тела крупная lemongrass&lavander , 553 г.;431;1;;
328;﻿Интенсивный увлажняющий крем - Молоко/Мед - 240г;215;0;;
350;﻿Массажный крем тонизирующий - Розмарин/Кардамон - 908г;392;0;;
Ошибка:510;<b>-- лосьоны</b>;;;;
949;Бальзам охлаждающий для ног;31,2;0;;
304;Защитный лосьон - Папайя/Зеленый Чай - 240г;113;0;;
948;"Лосьон для массажа ""Шелковая кожа"", 240 г.";103;0;;
360;Увлажняющий лосьон Cuccio Lyte - Гранат и пальмовое масло Асаи - 240г;160;1;;
361;Увлажняющий лосьон Cuccio Lyte - Гранат и пальмовое масло Асаи - 908г;454,9;0;;
359;Увлажняющий лосьон Cuccio Lyte - Гуава и Мангустан - 908г;454,9;0;;
364;Увлажняющий лосьон Cuccio Lyte - Соевое Молоко и Мед - 240 г;160;1;;
365;Увлажняющий лосьон Cuccio Lyte - Соевое Молоко и Мед - 908 г;454,9;0;;
362;Увлажняющий лосьон Cuccio Lyte - Тосканский Цитрус и Белый Чай - 240 г;160;1;;
363;Увлажняющий лосьон Cuccio Lyte - Тосканский Цитрус и Белый Чай - 908 г;454,9;0;;
1696;Увлажняющий лосьон Cuccio Ваниль и мед, 240 г.;160;0;;
358;﻿Увлажняющий лосьон Cuccio Lyte - Гуава и Мангустан - 240г;160;1;;
Ошибка:510;<b>-- наборы (spa)</b>;;;;
997;Мини набор для спа маникюра Bella Mani;617,7;1;;
349;Набор для СПА-ухода - Молоко и Мед;1117,44;0;;
348;Набор для СПА-ухода - Папайя и Гуава;1117,44;0;;
347;Набор для СПА-ухода - Тосканский Цитрус;1117,44;0;;
368;Персональный набор для маникюра Client Guard в стерильном пакете;32,9;0;;
346;﻿Набор для СПА-ухода - Гранат и Фига;1117,44;0;;
Ошибка:510;<b>-- скраб</b>;;;0;
1688;Скраб сахарный Ваниль и Мед Cuccio, 553 г.;431;1;517.2;
1921;Шугаринг Аюна, 1шт;164;4;196.8;
Ошибка:510;<b>-- удаление мозолей</b>;;;0;
2241;Пилинг для ног НФ, 250 мл (фруктовая кислота);57;0;68.4;
2240;Пилинг для ног НФ, 60 мл (фруктовая кислота);26;13;31.2;
2362;Пилинг с фруктовыми кислотами Kodi, 200 ml;127;2;;
Ошибка:510;<b>КИСТИ</b>;;;;
2121;Кисть Emi мазок №0 (№ 309) ;75;0;;
2113;Кисть Emi мазок №3 (№ 608300) ;137;0;;
2115;Кисть Emi мазок №3/0 (№309);63;0;;
2109;Кисть Emi овал №2 (№ 98419) ;87;-1;;
2143;Кисть Emi овал №4 (№ 98419) ;111;0;;
2110;Кисть Emi скошенный квадрат для френча №6 (№ 9838) ;87;1;;
2414;Кисть Kolinsky Germany 0, 1 шт.;20;11;24;
2079;Кисть Salon 637 для макияжа ;26;0;31.2;
2428;Кисть YRE №6 YKGR-06 овальная;32;0;38.4;
2431;Кисть для акрила EzFlow бело-синяя со стразами ручка;190;0;228;
2140;Кисть для геля NO 4 розовая ручка ;30;0;36;
2139;Кисть для геля №8 коричневая ручка Nail Art Brush;45;4;54;
2385;Кисть для глитеров Salon 814 натур., 1 шт.;26;1;31.2;
2420;Кисть для лепки трансформер NO2, 1 шт.;55;0;66;
2320;Кисть искусственная LV AM-00, 1 шт.;12,5;6;15;
2137;Кисть искусственная тонкая с черной и розовой ручкой ;10;0;12;
2418;Кисть с белой ручкой без названия, 1 шт.;20;21;24;
2138;Кисть с серой ручкой NK-21 YRE;8,5;0;10.2;
2425;Кисть Эми KSKF-4 скошенный квадрат, 1 шт.;76;1;;
2378;Кисть Эми/E.mi №6 овал, 1 шт.;126;0;;
2213;Набор кистей MS-109 LV для дизайна и рисования на ногтях ,7 шт.;67,2;0;80.64;
2111;Набор кистей для китайской росписи Emi, 3 шт;209;0;250.8;
2112;Набор кистей для цветных гелей Emi, 5 шт;456;0;;
Ошибка:510;<b>-- кисти для акрила</b>;;;0;
1251;Кисть 1005  коди (для акриловой лепки);258;0;;
1250;Кисть 1011 коди (для акрилового наращивания);360;0;;
595;Кисть DH-01,  DH-02,  DH-03,  DH-04,  DH-05;33;0;39.6;
590;Кисть Kodi 1008;282;0;;
589;Кисть Kodi 1010;353;0;;
967;Кисть LV ML-02 №6;111,2;0;133.44;
966;Кисть LV ML-02 №8;111,2;0;133.44;
964;Кисть LV ML-03 №6;91,7;0;110.04;
965;Кисть YRE №10;69,8;0;83.76;
1116;Кисть YRE №4 для акрила прозрачная ручка, 1 шт.;47;0;56.4;
959;Кисть YRE №6;59,9;0;71.88;
2048;Кисть YRE №6, 8 для наращивания акрилом с деревянной ручкой;47;0;56.4;
1451;Кисть YRE №8 (акрил);59,9;0;71.88;
1739;Кисть акрил наращивания Kolinsky Germany №8 (с деревянной ручкой);182;0;218.4;
1410;Кисть акрил.  LV ML-00;110,5;0;132.6;
1407;Кисть акрил. лепка LV ML-04;103;0;123.6;
1408;Кисть акрил. лепка LV ML-05;103;0;123.6;
1409;Кисть акрил. лепка LV ML-06;87,4;0;104.88;
1505;Кисть акрил. наращивание  YRE №6, 10;59,9;0;71.88;
1471;Кисть акрил. наращивание №4 Creator Nails;91,7;0;110.04;
1504;Кисть акрил.лепка  YRE №2;59,9;0;71.88;
1759;Кисть для акрила LV ML №8, 1 шт;110,5;0;132.6;
1763;Кисть для акрила LV ML-01;110,5;0;132.6;
2235;Кисть для акрила YRE nail art brush трансформер №10, 1 шт.;75;0;90;
2077;Кисть для акрила витая ручка YRE Nail Art Brush, 1 шт;45;-1;54;
2075;Кисть для акрила круглая, черная ручка Kolinsky Brush №4;43,7;0;52.44;
2074;Кисть для акрила круглая, черная ручка Kolinsky Brush №6;58,5;0;70.2;
2076;Кисть для акрила круглая, черная ручка Kolinsky Brush №8;63,7;0;76.44;
2046;Кисть для лепки (малиновая ручка со стразами) Creator Nails № 4 ;76,7;0;92.04;
1683;Кисть для лепки Kolinsky Germany №4;117;0;140.4;
1684;Кисть для лепки Kolinsky Germany №6;130;0;156;
1671;Кисть для лепки №2 бордовая ручка (Master Kolinsky) ;102,7;0;123.24;
1677;Кисть для лепки №4 бордовая ручка (Master Kolinsky);128,7;0;154.44;
1501;Кисть для наращ. акрил №10 master kolinsky;208;0;249.6;
2031;Кисть для наращивания акрилом Master Kolinsky №7 (бордовая ручка), 1шт;167,7;0;201.24;
2032;Кисть для наращивания акрилом Master Kolinsky №8 (бордовая ручка), 1шт;188,5;0;226.2;
2153;Кисть для наращивания акрилом Salon №6,8 красно-черная ручка;80,25;0;96.3;
2073;Кисть натуральная Jenni №8 для акрила, деревянная ручка ;93,6;0;112.32;
2078;Кисть натуральная Salon №2,4 для акрила, красно-черная ручка ;71,5;0;85.8;
1470;Кисть розовая со стразами для акриловой лепки Creator Nails №2, 4;69,6;0;83.52;
1421;Кисть №8 для акрила, колонок;206,7;0;248.04;
Ошибка:510;<b>-- кисти для геля</b>;;;0;
1686;Кисть Gel Brush №4 c розовой ручкой;38;1;45.6;
2045;Кисть Kolinsky Germany с тонким кончиком, 1 шт;31,2;0;37.44;
882;Кисть LV SK-08;18;0;21.6;
863;Кисть LV SQ-03 ;29,3;0;35.16;
864;Кисть LV SQ-04;31;3;37.2;
1978;Кисть Mileo Gel KG-4 для геля, 1 шт;39;0;46.8;
1117;Кисть SQ-06 для геля;29,3;0;35.16;
862;Кисть для геля LV SQ-05;29,3;0;35.16;
1687;Кисть для геля Mileo Gel № 3,4;27;9;32.4;
2050;Кисть для геля Salon №3,4,5,6;34;8;40.8;
1312;Кисть для геля SQ-07;34;0;40.8;
1322;Кисть для геля YRE спираль (цвета в ассортименте);34;3;40.8;
1111;Кисть для геля YRE № 4,6,8;34;3;40.8;
1381;Кисть для геля YRE №6, 8 (деревянная ручка);27;25;32.4;
1812;Кисть для геля с черной ручкой со стразами;54;0;64.8;
2051;Кисть для геля трансформер бордовая с черным ручка;40;1;48;
1811;Кисть для геляl № 4 Gel Brush № 4;38;1;45.6;
1810;Кисть для геляl № 8 фиолетовая со стразами;55,9;0;67.08;
1717;Кисть квадрат Эми №4, 98317;76;0;;
858;Кисть набор LV SK-08 (3 шт.);39;0;46.8;
1542;Кисть натуральная Kolinsky USA для геля;104;0;124.8;
1893;Кисть рублев 2,3,4 плоская, 1шт;31,9;0;38.28;
1635;Кисть с белой ручкой YRE № 1,2,3,4,5;21;31;25.2;
1323;Кисть трансформер для геля YRE;42;3;50.4;
1926;Кисть Эми 4 для френча, скошенная 9838, 1 шт ;76;0;;
1818;Кисть Эми скошенный квадрат для китайской росписи № 2, 607702, 1 шт;98;2;;
1942;Набор кистей Lady Victory SK-20 (MS-109);53;0;63.6;
1941;Набор кистей Lady Victory SK-22;57,6;0;69.12;
1986;Набор кистей LV SK-24, 12 шт;70,2;0;84.24;
Ошибка:510;<b>-- кисти для дизайна</b>;;;0;
1452;Акварельная кисть ;78;0;93.6;
1611;Кисть  LV DG-04, плоская скошенная;29,3;0;35.16;
1610;Кисть  LV DG-05, плоская скошенная;29,3;0;35.16;
1110;Кисть BCR-02, для китайской росписи;20;4;24;
592;Кисть BCR-02s, 1 шт.;20;20;24;
595;Кисть DH-01,  DH-02,  DH-03,  DH-04,  DH-05;33;0;;
1615;Кисть Global;19,5;0;;
590;Кисть Kodi 1008;282;0;;
967;Кисть LV ML-02 №6;111,2;0;133.44;
966;Кисть LV ML-02 №8;111,2;0;133.44;
964;Кисть LV ML-03 №6;91,7;0;110.04;
1067;Кисть LV TNC №4;15,6;0;18.72;
977;Кисть LV TNC-02;15,6;0;18.72;
1424;Кисть MS-105 LV;10,4;0;12.48;
1240;Кисть YRE с черной ручкой;20;18;24;
965;Кисть YRE №10;69,8;0;83.76;
959;Кисть YRE №6;59,9;0;71.88;
1586;Кисть белка №0;27;8;32.4;
1361;Кисть белка №1;27;3;32.4;
1525;Кисть живопись;11,7;0;;
598;Кисть искусств. тонкая YRE;12,5;27;15;
978;Кисть колонок Колос №0 Long line;45,5;0;;
583;Кисть колонок № 0 рублев;30;0;;
582;Кисть колонок № 1 рублев;30;25;;
1097;Кисть колонок № 1.5 рублев, 1 шт.;34;8;;
584;Кисть колонок № 2 рублев, 1 шт.;36;8;;
1538;Кисть колонок №00, рублев;30;8;;
585;Кисть колонок, черная речка  № 00, 0, 1;30;-1;;
1929;Кисть лепесток Эми №2, 98319, 1шт ;71;1;;
955;Кисть натур. дерев. ручка;12,5;0;15;
1543;Кисть натуральная Kolinsky USA №1, 1/8;33;3;39.6;
1649;Кисть натуральная Эми 3/0 4649, 1 шт.;98;0;;
1118;Кисть плоская YRE№1, 2;22;-1;26.4;
594;Кисть с син. кружочками;10,6;0;;
602;Кисть тонкая № 306 изогнутая;65;0;;
603;Кисть тонкая №306 прямая;65;0;;
1271;Кисть черная речка белка №2;40;5;;
588;Кисть Черная речка № 3;47;0;;
1985;Кисть Эми для китайской росписи №4 скошенный квадрат 607702, 1 шт;98;2;;
1650;Кисть Эми линеарная  №5/0 (4645);71;1;;
2093;Кисть Эми №4 лепесток, № 98319 ;110;0;;
599;Кисть-веер;12,5;9;15;
593;Набор кистей BCR-02;55;0;66;
591;Набор кистей BCR-02s;55;0;66;
1400;Набор кистей LV MS-105, SK-17, 4 шт.;32,5;0;39;
968;Набор кистей волосок;29;2;34.8;
2142;Набор кистей для худлжественной росписи;480;0;;
1160;Набор кистей с синими кружочками (5 шт.);46,6;0;55.92;
Ошибка:510;<b>-- жидкости для промывания кисточек</b>;;;;
1931;Средство Jerden для промывания кисточек, 150 мл;54;0;;
1930;Средство Jerden для промывания кисточек, 500 мл;108;0;;
Ошибка:510;<b>ПИЛКИ, БЛОКИ</b>;;;0;
2388;Ez Killer Whale Pro Shiner - полировщик «Касатка» для искусственных и натуральных ногтей;59;5;;
2360;Kodi баф/шлифовщик 100/100, 180/180, 180/220;23;13;;
2266;Пилка 100/180 банан серый Salon , 1 шт.;12;5;14.4;
2408;Пилка Salon банан черный 80/80, 1 шт.;12;14;14.4;
2287;Пилка Salon фруктовая, 1 шт.;15;19;18;
2251;Пилка банан золото 80/80, 1 шт.;12;23;14.4;
2423;Пилка деревянная сине-розовая 8.5 см, 1 шт.;2,5;17;3;
2358;Пилка для натуральных ногтей LV, 1 шт.;15;27;18;
2374;Пилка для педикюра для пальчиков LV, 1 шт.;15;9;18;
2247;Пилка Мастер металлическая (лазерная) для натуральных ногтей, 1 шт.;23;4;27.6;
2126;Пилка металлическая ЕВВ-09А, вентилируемая с белой ручкой;5,5;0;6.6;
2375;Пилка металлическая+триммер для кутикулы LV, 1 шт.;26;9;31.2;
2277;Пилка перфорированная Мастер для натуральных ногтей, 1 шт.;34;1;40.8;
2356;Пилка стеклянная Сталекс 125 мм, 1 шт.;31;4;37.2;
2255;Пилка стеклянная сталекс со стразами 135 мм, 1 шт.;33;1;39.6;
2376;Шестисторонний полировщик LV, 1 шт.;26;3;31.2;
Ошибка:510;<b>-- пилочки шлифовочные</b>;;;;
614;Пилка Amazing 100/100;28;13;;
616;Пилка Amazing 100/180;28;4;;
615;Пилка Amazing 150/150;28;7;;
617;Пилка Amazing 180/180;28;13;;
1330;Пилка Cala 100/100;12,7;0;;
1332;Пилка Cala 100/180;12,7;0;;
1331;Пилка Cala 180/180;12,7;0;;
2007;Пилка Kodi капелька 150/220;4;15;;
2008;Пилка Kodi капелька 180/240;4;4;;
1273;Пилка Kodi полубанан серая 100/100;13;-1;;
1910;Пилка Kodi полубанан серая 180/240, 1шт.;13;1;;
2006;Пилка Kodi полубанан серая 80/100;13;17;;
1233;Пилка Kodi полубанан серая/белая 100/180;13;12;;
1234;Пилка kodi полубанан серый 80/80;13;20;;
1593;Пилка Salon 100/100 узкая серая;12;9;14.4;
1592;Пилка Salon 80/80 узкая серая;12;9;14.4;
2070;Пилка Salon бамбук, 1 шт;22;19;26.4;
786;Пилка Salon банан белый 100/100;12;14;14.4;
787;Пилка Salon банан белый 80/80;12;7;14.4;
623;Пилка Salon банан серая 100/180, 1 шт.;12;5;14.4;
788;Пилка Salon банан серый 100/100;12;24;14.4;
1619;Пилка Salon банан серый 80/80;12;12;14.4;
624;Пилка Salon волна;12;17;14.4;
1284;Пилка Salon пазл, цветная, 1 шт.;15;-1;18;
627;Пилка Salon полубанан белая 100/100;12;5;14.4;
628;Пилка Salon полубанан белая 80/80;12;14;14.4;
1981;Пилка Salon полубанан золотая 100/100;12;12;14.4;
1982;Пилка Salon полубанан золотая 100/180;12;9;14.4;
621;Пилка Salon полубанан серая 100/100;12;10;14.4;
1983;Пилка Salon полубанан серая 100/180;12;0;14.4;
622;Пилка Salon полубанан серая 80/80;12;-1;14.4;
630;Пилка Salon полубанан черная 100/100;12;8;14.4;
629;Пилка Salon полубанан черная 80/80;12;14;14.4;
2185;Пилка Salon серая узкая 180/180;12;35;14.4;
620;Пилка Salon серая широкая 100/180;12;14;14.4;
1427;Пилка Salon узкая белая 100/100;12;14;14.4;
1398;Пилка Salon узкая белая 80/80;12;32;14.4;
2035;Пилка Salon узкая золотая 100/100;12;7;14.4;
2034;Пилка Salon узкая золотая 180/240;12;13;14.4;
1984;Пилка Salon узкая золотая 80/80;12;20;14.4;
2038;Пилка Salon узкая серая 100/180;12;8;14.4;
1903;Пилка Salon узкая серая 180/240;12;2;14.4;
625;Пилка Salon широкая белая 100/100;12;15;14.4;
626;Пилка Salon широкая белая 80/80 ;12;22;14.4;
618;Пилка Salon широкая серая 100/100;12;19;14.4;
619;Пилка Salon широкая серая 80/80;12;0;14.4;
768;Пилка Salon широкая черная 100/100 ;12;16;14.4;
769;Пилка Salon широкая черная 80/80;12;9;14.4;
791;Пилка Velena белая полубанан 100/180;18,2;0;;
790;Пилка Velena капля 100/180;13;0;;
793;Пилка Velena овал, полубанан 100/100;18,2;0;;
795;Пилка Velena овал, полубанан 150/150;18,2;0;;
792;Пилка Velena овал,полубанан 80/80;18,2;0;;
774;Пилка банан All Season в индивидуальной упаковке;11,7;0;;
1974;Пилка бордовая Salon, 1 шт;7;21;8.4;
637;Пилка голубая для натуральных ногтей;18,3;0;;
638;Пилка голубая на деревянной основе;11;0;;
1773;Пилка для натуральных ногтей Мастер;32,5;0;39;
1537;Пилка для натуральных ногтей цветная Salon;15;5;18;
1968;Пилка Слоник, 1 шт;7;9;8.4;
1967;Пилка тройная Сталекс, 1 шт;20;0;24;
2010;Пинцет для наращивания ресниц Kodi изогнутый, 1 шт;109;1;;
636;Шлифовочная пилка EzFlow;39;0;46.8;
1740;Шлифовщик Mileo;27;0;32.4;
796;Шлифовщик Salon 100/180;27;8;32.4;
Ошибка:510;<b>-- пилочки педикюрные</b>;;;0;
2226;Набор сменных наждачек для педикюрной терки Cuccio, 50 шт.;157;4;188.4;
638;Пилка голубая на деревянной основе;11;0;13.2;
1675;Пилка для натуральных ногтей NFU;15,6;0;18.72;
633;Пилка Зебра для педикюра;11;0;13.2;
Ошибка:510;<b>-- пилочки полировочные</b>;;;0;
631;Полировочная пилка Kodi 600/3000;26;3;;
632;Полировочная пилка Premium;40,3;0;48.36;
1552;Полировочная пилка Salon 600/3000;27;2;32.4;
773;Полировщик Amazing;20,8;0;24.96;
Ошибка:510;<b>-- пилочки стеклянные для натур. ногтей</b>;;;0;
412;Баночки для геля (15 г.);6,5;2;7.8;
1551;Пилка на металлической основе для натуральных ногтей, 1 шт.;46;0;55.2;
2239;Пилка сталекс/bogemia стеклянная 105 мм, 1 шт.;23;1;27.6;
2011;Пилка стеклянная Bogemia для натуральных ногтей 115 мм;28;7;33.6;
1547;Пилка стеклянная Bogemia для натуральных ногтей 135 мм;33;0;39.6;
639;Пилка стеклянная Bogemia для натуральных ногтей 155 мм;28;-1;33.6;
1673;Пилка стеклянная Bogemia для натуральных ногтей 195 мм;40;0;48;
1970;Пилка стеклянная Сталекс 115мм, 1 шт;28;0;33.6;
1969;Пилка стеклянная Сталекс 135мм, 1 шт;33;5;39.6;
1971;Пилка стеклянная Сталекс в пластмассовом чехле, 1 шт;40;0;48;
2256;Пилка стеклянная сталекс со стразами 90 мм, 1 шт.;25;1;30;
Ошибка:510;<b>-- полировочные блоки</b>;;;0;
800;Полировочный блок Salon 600/3000;18;6;21.6;
1006;Полировочный блок фиолетовый двухсторонний;15,5;0;18.6;
776;Полировщик магический;55;0;66;
1005;Полировщик сэндвич;8,45;0;10.14;
Ошибка:510;<b>-- шлифовочные блоки</b>;;;0;
797;Баф;14;64;16;
782;Баф белый, шлифовочный;16;11;18;
799;Блок Salon шлифовочный 100/180 маленький;6,5;0;7.8;
783;Блок желтый Salon 120 grit;14;0;16;
2028;Мини-блок белый Star Nail 180/220 grit;20;0;24;
Ошибка:510;<b>АКСЕССУАРЫ</b>;;;0;
771;Апельсиновые палочки, 1 шт.;1,5;4;1.8;
770;Апельсиновые палочки, 50 шт.;35;0;42;
835;Аппликатор поролоновый;2,66;0;3.192;
2403;Баночка для геля, 14 г.;8,5;3;10.2;
410;Баночка-столбик;21;1;25.2;
413;Баночки белые маленькие (5 г.) для геля;6;0;7.2;
411;Баночки поштучно (прозрачная, 3г);2,5;4;3;
2402;Бокс для инструментов 19*7,5*4 Berkeley, 1 шт.;37;1;44.4;
2054;Брошь на ноготь, 1 шт;14,4;0;17.28;
945;Ватные палочки;7,58;0;9.096;
434;Дозатор мал.;15,5;5;18.6;
437;Емкость для ликвида стекл.;31;1;37.2;
2027;Емкость для мономера керамическая (черная/белая с пробкой), 1 шт;53;2;63.6;
2398;Зажим пласстиковый 22 мм, 1 шт.;12;13;14.4;
408;Защитный пластырь для пальцев;23;0;27.6;
944;Зеркало;24,6;0;29.52;
2053;Карандаш для страз (белый);10;12;12;
2026;Карусель 6 ячеек (диаметр 8 см), 1 шт;10;0;12;
430;Карусель пустая больш.;15;3;18;
429;Карусель пустая мал.;15;0;18;
1235;Клей Zinger с носиком;15,6;0;18.72;
842;Контейнер для дезинфекции;108;1;129.6;
1961;Коробка для боров малая, Сталекс;34;1;40.8;
2415;Косметичка мягкая, 1 шт.;65;1;78;
436;Крышечка для стаканчика;21;0;25.2;
1962;Лоток большой Сталекс, 1 шт;27;-1;32.4;
1924;Маникюрный набор лопаток и кюреток Cuccio, Маникюрия;297;1;356.4;
2379;Мыло ручной работы (польша), 1 шт.;40;9;48;
2039;Набор баночек, 12 штук по 3 грамма;37;0;44.4;
2040;Набор баночек, 12 штук по 5 грамм;59;0;70.8;
1760;Образцы (типсы на палочке), 32 позиции;70;0;84;
1342;Обратный пинцет для поджатия ногтей;26;2;31.2;
419;Органайзер (3 отдела);15;1;18;
421;Палитра (7 ячеек);10;2;12;
2321;Палитра для лаков на 50 шт. (типса на палочке), 1 уп.;85;1;102;
2322;Палитра планшет ромашка на палочке на 12 цветов 10 шт, 1 уп.;68;3;81.6;
420;Палитра ромашка большая;15;4;18;
861;Палитра ромашка маленькая;8;-1;9.6;
767;Пинцет для поджатия ногтей;41;4;49.2;
409;Пипетка для мономера;6;3;7.2;
1483;Планшет (32 образца);25;0;30;
